hop,source,target,raw_edge_effect,transmission_effect,incoming_shock,propagated_shock
4,HCLTECH.NS,^NSEI,0.4869955571379644,0.19967190286016726,-0.01393006757016194,-0.0015297937042877176
4,WIPRO.NS,INFY.NS,0.6271067249092726,0.2660428172315511,-0.013203750755310464,-0.0019320196769313093
4,WIPRO.NS,TCS.NS,0.6091806458580048,0.258437884317772,-0.013203750755310464,-0.001876792175643891
4,WIPRO.NS,HCLTECH.NS,0.5931337869817648,0.25163018895496164,-0.013203750755310464,-0.0018273542636101443
4,WIPRO.NS,^NSEI,0.5277434950499413,0.2238891094957153,-0.013203750755310464,-0.001625896799235411
4,^NSEI,^NSEBANK,0.8710093754026812,0.0790012059387483,-0.013739294879622634,-0.0005969814753310419
4,TCS.NS,INFY.NS,0.7201836318271244,0.2890496406169462,-0.01424905595742668,-0.002265276476993716
4,TCS.NS,HCLTECH.NS,0.6667515936638665,0.26760439978394157,-0.01424905595742668,-0.00209721053683623
4,TCS.NS,WIPRO.NS,0.6091806458580048,0.24449798492271652,-0.01424905595742668,-0.001916126007753019
4,TCS.NS,^NSEI,0.4954410470058159,0.19884797467639562,-0.01424905595742668,-0.0015583677550017087
